"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes"
"820","007835583","Monograph","Language material ; Text","Online resource","","","Munford, Rebecca Jane","","person","","University of Exeter [organisation] ; Munford, Rebecca Jane [person]","Re-visioning the Gothic : a comparative reading of Angela Carter and Pierrette Fleutiaux","","","","England","Exeter","University of Exeter","2003","","","273001","Heroines ; Magic realism ; Literature ; Performing arts ; Mass media","","English",""
"820.801163","013760292","Serial","Language material ; Text","Volume","GBA940941","","","","","","Leeds Surrealist Group [organisation]","Phosphor : a surrealist luminescence","Phosphor","","","England","Leeds","Leeds Surrealist Group","2008-","","volumes, illustrations, portraits, 24 cm","ZK.9.a.10933","Surrealism--Periodicals ; Magic realism (Literature)--Periodicals ; Surrealist artists--Periodicals ; Magic realism (Art)--Periodicals","Periodical","English",""
"820.8015","007429545","Monograph","Language material ; Text","Volume","GB9110979","9780824044428","","","","","Goodrich, Peter, 1950- [person]","The romance of Merlin : an anthology","","","","England ; United States of America","London ; New York","Garland","1990","","xix, 417 pages, 24 cm","YC.1991.b.1597","Arthurian romances--Adaptations ; Wizards--Literary collections ; Merlin (Legendary character)--Literary collections ; Merlin (Legendary character)--Romances ; Tales","","English",""
"820.8037","015567044","Monograph","Language material ; Text","Volume","GBB067960","9781599620862","","","","","Fried, Natasha [person] ; Tabori, Lena [person]","Chills and thrills : the ultimate anthology of the mystical, magical, eerie & uncanny","","","","England ; United States of America","Enfield ; New York","Welcome","2010","","223 pages, colour illustrations, 17 cm","YK.2011.a.25802","Supernatural--Literary collections ; Magic--Literary collections ; Apparitions--Literary collections","Compendium or compilation","English",""
"820.9001","007369499","Monograph","Language material ; Text","Volume","GBA3Y8680","9780231125260","Heng, Geraldine","","person","","Heng, Geraldine [person]","Empire of magic : medieval romance and the politics of cultural fantasy","","","","England ; United States of America","Chichester ; New York","Columbia University Press","2003","","496 pages","YC.2004.a.2970","Culture in literature ; Politics and literature--England--History--To 1500 ; Civilization, Medieval, in literature ; Magic in literature ; Crusades in literature ; Romances, English--History and criticism ; Literature and society--England--History--To 1500 ; English literature--Middle English, 1100-1500--History and criticism ; Imperialism in literature","","English",""
"820.9001","012386397","Monograph","Language material ; Text","Volume","","9780231125260 ; 9780231125277","Heng, Geraldine","","person","","Heng, Geraldine [person]","Empire of magic : medieval romance and the politics of cultural fantasy","","","","United States of America","New York","Columbia University Press","2003","","","m04/16707","Culture in literature ; Politics and literature--England--History--To 1500 ; Civilization, Medieval, in literature ; Magic in literature ; Crusades in literature ; Romances, English--History and criticism ; Literature and society--England--History--To 1500 ; English literature--Middle English, 1100-1500--History and criticism ; Imperialism in literature","","English",""
"820.9351","011368437","Monograph","Language material ; Text","Volume","GB94A0860","9780773491168","Spivack, Charlotte","","person","","Spivack, Charlotte [person]","Merlin : a thousand heroes with one face","","","","United States of America","Lampeter ; Lewiston","Edwin Mellen","1994","","x, 124 pages, 24 cm","98/32188 ; YC.1995.b.903","Arthurian romances--History and criticism ; Wizards in literature ; Merlin (Legendary character) ; Arthurian romances--Adaptations--History and criticism ; English literature--History and criticism","","English","bibliography: p115-121. - Includes index"
"820.9356","015804161","Monograph","Language material ; Text","Volume","GBB156075","9780754668657","Hyman, Wendy Beth","","person","","Hyman, Wendy Beth [person]","The automaton in English Renaissance literature","","Literary and scientific cultures of early modernity","","England","Farnham","Ashgate","2011","","x, 209 pages, illustrations, 25 cm","YK.2011.a.28329","Literature and technology--England--History--16th century ; Literature and technology--England--History--17th century ; Magic in literature ; English literature--Early modern, 1500-1700--History and criticism ; Motion in literature ; Machinery in literature ; Motion--Philosophy ; Supernatural in literature","","English",""
"820.936","016148509","Monograph","Language material ; Text","Volume","GBB280528","9780415899062","Renk, Kathleen J.","1952-","person","","Renk, Kathleen J., 1952- [person]","Magic, science, and empire in postcolonial literature : the alchemical literary imagination","","Routledge interdisciplinary perspectives on literature","4 [Routledge interdisciplinary perspectives on literature]","United States of America","New York","Routledge","2012","","xii, 171 pages, illustrations, 24 cm","YC.2013.a.4323","Science--Philosophy--History--20th century ; Postcolonialism in literature ; Science and magic ; Literature and science--Great Britain--History--20th century ; Science in literature ; Hermetism in literature ; Imperialism in literature ; Science--Great Britain--History--19th century ; English literature--20th century--History and criticism","","English",""
"820.937","008763934","Monograph","Language material ; Text","Volume","GB8325007","9780719009549","Brooks-Davies, Douglas","","person","","Brooks-Davies, Douglas [person]","The Mercurian monarch : magical politics from Spenser to Pope","","","","England","Manchester","Manchester University Press","1983","","viii, 228 pages, illustrations, 25 cm","84/01117 ; X.950/34109","English poetry--Early modern, 1500-1700--History and criticism ; Kings and rulers in literature ; Magic in literature ; Mercury (Roman deity) in literature ; Political poetry, English--History and criticism ; Hermetism in literature","","English","bibliography: p203-214. - Includes index"
"820.937","011849406","Monograph","Language material ; Text","Volume","","9783770515325","Cersowsky, Peter","","person","","Cersowsky, Peter [person]","Magie und Dichtung : zur deutschen und englischen Literatur des 17. Jahrhunderts","","","","Germany","München","W. Fink","1990","","347 pages, 24 cm","YA.1994.b.2216","Magic in literature ; English literature--Early modern, 1500-1700--History and criticism ; German literature--17th century--History and criticism ; Occultism in literature ; Theosophy in literature","","German",""
"820.9377","013752913","Monograph","Language material ; Text","Volume","","9781931255196","","","","","Schenkel, Elmar, 1953- [person] ; Welz, Stefan [person]","Magical objects : things and beyond","","Leipzig explorations in literature and culture","volume 12 [Leipzig explorations in literature and culture]","Germany","Berlin ; Madison, Wisconsin","Galda + Wilch","2007","","vi, 201 pages, 23 cm","ZA.9.a.10170 (12)","Magic in literature ; English literature--19th century--History and criticism ; Material culture in literature ; Surrealism (literature) ; Hermetism in literature ; English literature--English-speaking countries--History and criticism ; English literature--20th century--History and criticism","","English","Papers presented at an international conference under the title 'Magical objects : degrees of objectiveness in English literature (1880-1930) ', which was held at the English Department of Leipzig University"
"820.9377","014864853","Monograph","Language material ; Text","Volume","GBA901357","9780415977616","Breuer, Heidi","1972-","person","","Breuer, Heidi, 1972- [person]","Crafting the witch : gendering magic in medieval and early modern England","","Studies in medieval history and culture","","England ; United States of America","London","Routledge","2009","","xii, 190 pages, 24 cm","m09/.22150","Arthurian romances--History and criticism ; Magic in literature ; Witches in motion pictures ; Witchcraft--England--History ; Magic--England--History ; Older women in literature ; English literature--History and criticism ; Witches in literature ; Literature, Medieval--History and criticism","","English",""
"820.9382","015285948","Monograph","Language material ; Text","Volume","GBA956229","9780230577558","Mathuray, Mark","1972-","person","","Mathuray, Mark, 1972- [person]","On the sacred in African literature : old gods and new worlds","","","","England","Basingstoke","Palgrave Macmillan","2009","","viii, 205 pages, 23 cm","YC.2012.a.6242 ; m09/.30024","Culture in literature ; Religion in literature ; African literature (English)--History and criticism ; Myth in literature ; Africa--In literature ; Magic realism (Literature) ; Literature and society--Africa--History--20th century ; Politics and literature--Africa--History--20th century ; Holy, The, in literature","","English",""
"821.00803","010952590","Monograph","Language material ; Text","Volume","GB7011881","9780246973573","Westwood, Jennifer","1940-2008","person","","Baynes, Pauline [person] ; Westwood, Jennifer, 1940-2008 [person]","The Isle of Gramarye : an anthology of the poetry of magic","","","","England","London","Hart-Davis","1970","","93 pages, illustrations, 24 cm","X.981/1556","Magic--Poetry","","English",""
"821.0080354","006954039","Monograph","Language material ; Text","Volume","GBA3W3124","9780330415675","","","","","Moses, Brian, 1950- [person]","Poems of childhood","","","","England","London","Macmillan","2004","","181 pages, 15 cm","YK.2005.a.6343","Magic--Poetry ; Young adult poetry, English ; Children--Poetry","Poetry or verse","English","Includes indexes"
"821.008037","007361199","Monograph","Language material ; Text","Volume","GB8901998","9780216927391","","","","","Bradman, Tony [person]","That spells magic","","","","England","","Blackie","1989","","64 pages","YK.1990.a.4853","Children's poetry in English--Special subjects--Magic--Texts ; Magic--Juvenile poetry ; Children's poetry, English","","English",""
"821.008037","008040495","Monograph","Language material ; Text","Volume","GB7531249","9780237448356","","","","","Saunders, Dennis [person] ; Wyatt, Kathy [person]","Hist whist : poems of magic and mystery, witches and ghosts","","","","England","London","Evans","1975","","95 pages, illustrations, 22 cm","X.989/40345","Children's poetry in English--Special themes--Occultism--Anthologies ; Magic--Juvenile poetry ; Children's poetry, English","","English",""
"821.008037","008781071","Monograph","Language material ; Text","Volume","GB7501191","9780722652206","","","","","Świderska, Barbara [person] ; Causley, Charles, 1917-2003 [person]","The Puffin book of magic verse","","","","England","Harmondsworth","Kestrel","1974","","240 pages, illustrations, 24 cm","X.990/4450","Magic in literature ; Children's poetry in English--ca 1500-1972--Special themes--Magic--Texts ; Children's poetry, English","","English","Also published: Harmondsworth : Puffin books, 1974 ; Includes index"
"821.008037","010069642","Monograph","Language material ; Text","Volume","GB8716601","9780571145591","","","","","Fisher, Robert, 1943- [person] ; Felts, Shirley [person]","Witch words : poems of magic and mystery","","","","England","London","Faber","1987","","70 pages, illustrations, 22 cm","YK.1987.a.7048","Magic--Juvenile poetry ; Children's poetry in English--Special subjects--Magic--Anthologies ; Children's poetry, English","","English",""
"821.008037","010721871","Monograph","Language material ; Text","Volume","GBA2T6826","9780750241182 ; 9780750241199","","","","","Williamson, Melanie [person] ; Peters, Andrew (Andrew Fusek) [person]","Hubble bubble","","","","England","London","Hodder Wayland","2003","","159 pages, illustrations, 21 cm","YK.2003.a.24950","Witches--Juvenile poetry ; Children's poetry, English ; Magic--Juvenile poetry ; Wizards--Juvenile poetry","Poetry or verse","English","Includes index"
"821.008037","011928817","Monograph","Language material ; Text","Volume","GB7409277","9780140306606","","","","","Causley, Charles, 1917-2003 [person] ; Swiderska, Barbara [person]","The Puffin book of magic verse","","Puffin books","","England","Harmondsworth","Puffin","1974","","239 pages, illustrations, 20 cm","X.908/27882","Supernatural--Poetry ; Children's poetry in English--ca 1500-1972--Special themes--Magic--Texts","","English","Includes index"
"821.0080375","009428416","Monograph","Language material ; Text","Volume","GB8104852","9780560745061","","","","","Wallace, Daisy [person] ; Hyman, Trina Schart [person]","Witch poems","","","","England","Leeds","Pepper","1980","","30 pages, illustrations, 24 cm","X.950/1270","Children's poetry in English--ca 1605-1976--Special themes--Witches--Anthologies ; Witchcraft--Juvenile poetry ; Children's poetry, English","","English","Originally published: New York : Holiday House, 1976"
"821.0080375","010654663","Monograph","Language material ; Text","Volume","GB8509281","9780091588601 ; 9780091590901","","","","","Woodward, Zenka [person] ; Geldart, William, 1936- [person] ; Woodward, Ian [person]","Witches' brew : poems for Hallowe'en and other spooky occasions","","","","England","London","Hutchinson","1984","","144 pages, illustrations, 21 cm","X.958/28981","Children's poetry in English--ca 1605-1976--Special themes--Witches--Anthologies ; Witchcraft--Juvenile poetry ; Children's poetry, English","","English","Includes index"
"821.00837","011940900","Monograph","Language material ; Text","Volume","GBA268672","9780192762948","","","","","Foster, John, 1941 October 12- [person] ; Bailey, Peter, 1946- [person]","Moondust and mystery : magic poems","","","","England","Oxford","Oxford University Press","2002","","64 pages, illustrations, 20 cm","YK.2003.a.5376","Magic--Juvenile poetry ; Children's poetry, English","Poetry or verse","English",""
"821.04","018195426","Monograph","Language material ; Text","Online resource","GBB7A4134","9780857282057","Tolkien, Michael","1943-","person","","Tolkien, Michael, 1943- [person]","Wish : a tale in verse","Adam's search ; Alpenrose ; Birth and dreams ; Bright beetle ; Clipetty clopitty -- ; Dead wood ; Deeper and darker ; Fængler ; Fængler surprised ; Fængler's lantern ; Gentian ; Ignoring flowers ; Necklace ; Snowbell and edelweiss ; The master's power -- ; Think red ; Valleys ; Well-wisher","","","United Kingdom","","Union Bridge","2013","","1 online resource (124 pages)","ELD.DS.114558","Alps ; Alps--Juvenile poetry ; Magic--Juvenile poetry","Poetry or verse","English",""
"821.04","018300814","Monograph","Language material ; Text","Online resource","GBB770231","9780857282118","Tolkien, Michael","1943-","person","","Tolkien, Michael, 1943- [person]","Wish : a tale in verse","Adam's search ; Alpenrose ; Birth and dreams ; Bright beetle ; Clipetty clopitty -- ; Dead wood ; Deeper and darker ; Fængler ; Fængler surprised ; Fængler's lantern ; Gentian ; Ignoring flowers ; Necklace ; Snowbell and edelweiss ; The master's power -- ; Think red ; Valleys ; Well-wisher","","","England ; United Kingdom","London","Union Bridge","2013","","1 online resource (124 pages)","ELD.DS.132866","Alps ; Alps--Juvenile poetry ; Magic--Juvenile poetry","Poetry or verse","English",""
"821.044099411","014521795","Monograph","Language material ; Text","Volume","","9783939457039","Kemm, Fritz","","person","","Kemm, Fritz [person]","Magie, Zauber und Märchen in den schottischen Volksballaden","","","","Germany","Einhausen","Dr. Stephan","2007","","ix, 114 pages, 21 cm","YF.2009.a.18540","Scottish literature--20th century ; Fairy tales in literature ; Ballads, Scots--Scotland--History and criticism ; Magic in literature ; Volksballade ; Ballads, Scots--Themes, motives ; Schottisch ; Magie (Motiv)","","English ; German",""
"821.1","015448865","Monograph","Language material ; Text","Volume","GBA9C5845","9781843842217","Saunders, Corinne J.","1963-","person","","Saunders, Corinne J., 1963- [person]","Magic and the supernatural in medieval English romance","","Studies in medieval romance","volume [13] [Studies in medieval romance]","England","Cambridge","D.S. Brewer","2010","","viii, 304 pages, 24 cm","8491.107675 ; YC.2010.a.11465","Supernatural in literature ; Romances, English--History and criticism ; Magic in literature","","English",""
"821.109","018930576","Monograph","Language material ; Text","Volume","","9780271079639","Williams, Tara","1975-","person","author","Williams, Tara, 1975-, author [person]","Middle English marvels : magic, spectacle, and morality in the fourteenth century","","","","United States of America","University Park, Pennsylvania","Pennsylvania State University Press","2018","","viii, 176 pages, illustrations, 24 cm","YD.2018.a.4937","Literature and morals ; Marvelous, The, in literature ; Romances, English--History and criticism ; Magic in literature","","English",""
"821.3","009090724","Monograph","Language material ; Text","Volume","GB9657417","9780773490277","Jones, Thomas O.","","person","","Jones, Thomas O. [person]","Renaissance magic and hermeticism in the Shakespeare sonnets : like prayers divine","","Studies in Renaissance literature","volume 9 [Studies in Renaissance literature]","Wales","Lampeter ; Lewiston","Edwin Mellen","1995","","180 pages, 22 cm","8491.435800 ; YC.1996.b.6266","Shakespeare, William, 1564-1616--Knowledge--Occultism ; Sonnets, English--History and criticism ; Magic in literature ; Renaissance--England ; Hermetism in literature ; English poetry","","English",""
"821.3","011996492","Monograph","Language material ; Text","Volume","GB8749211","9780801418051","Gross, Kenneth","","person","","Gross, Kenneth [person]","Spenserian poetics : idolatry, iconoclasm, and magic","","","","England ; United States of America","Ithaca ; London","Cornell University Press","1985","","271 pages, 24 cm","YH.1987.b.600","Epic poetry, English--History and criticism ; Magic in literature ; Poetry in English--Spenser, Edmund--1552?-1599 ; Spenser, Edmund, 1552?-1599 ; Iconoclasm in literature ; Gods in literature ; Idols and images in literature","","English","bibliography: p253-263. _ Includes index"
"821.3","012009737","Monograph","Language material ; Text","Volume","GB8940294","9780889461437 ; 9780889461444","Richardson, J. Michael","","person","","Richardson, J. Michael [person] ; Spenser, Edmund, approximately 1552-1599 [person]","Astrological symbolism in Spenser's The Shepheardes calender : the cultural background of a literary text","Shepheardes calender","Studies in Renaissance literature","volume 1 [Studies in Renaissance literature]","Wales","Lampeter ; Lewiston","Mellen","1989","","volumes, 563 pages, illustrations, 23 cm","YC.1990.a.4494","Faust, -approximately 1540--In literature ; Metaphor ; Women and literature--England--History--17th century ; Spenser, Edmund, 1552?-1599--Knowledge--Occultism ; Women--England--Social conditions ; Drama--Technique ; Politics and literature--Great Britain--History--16th century ; Marlowe, Christopher, 1564-1593--Dramatic production ; State, The, in literature ; Marlowe, Christopher, 1564-1593--Criticism, Textual ; Civilization, Medieval, in literature ; Theater--Production and direction ; Women--Education--England--History ; Poetry in English--Spenser, Edmund--1552?-1599 ; Women and literature--England--History--16th century ; Shakespeare, William, 1564-1616--Technique ; Spenser, Edmund, 1552?-1599--Characters--Women ; Renaissance--England ; Shakespeare, William, 1564-1616--Knowledge and learning ; Literature and state--Great Britain--History ; Speech in literature ; Allegory ; Magicians in literature ; Kings and rulers in literature ; Medievalism--England--History--16th century ; Women in literature ; Shakespeare, William, 1564-1616--Characters--Women ; Shakespeare, William, 1564-1616--Characters--Kings and rulers ; Body, Human, in literature ; Chastity in literature ; Spenser, Edmund, 1552?-1599--Characters--Britomart ; Dialogue ; Symbolism in literature ; Spenser, Edmund, 1552?-1599--Technique ; Epic poetry, English--History and criticism ; Human body in literature ; Politics and literature--Great Britain--History--17th century ; Astrology in literature ; Political plays, English--History and criticism ; Shakespeare, William, 1564-1616--Political and social views ; Sex role in literature ; Shakespeare, William, 1564-1616--Histories ; Middle Ages in literature ; English language--Early modern, 1500-1700--Spoken English","","English","bibliography: p517-543. - Includes index"
"821.3","019030384","Monograph","Language material ; Text","Online resource","GBB8G1765","9781869406677","Jenner, Lynn","","person","","Jenner, Lynn [person]","Dear sweet Harry","","","","","","Auckland University Press","2013","","1 online resource (80 pages)","ELD.DS.322388","New Zealand poetry--21st century ; Houdini, Harry, 1874-1926--Poetry ; Escape artists--United States--Poetry ; Magicians--United States--Poetry","Poetry or verse","English",""
"821.309377","016151365","Monograph","Language material ; Text","Volume","GBB292331","9781442642416","Guenther, Genevieve","","person","","Guenther, Genevieve [person]","Magical imaginations : instrumental aesthetics in the English Renaissance","","","","Canada","Toronto","University of Toronto Press","2012","","x, 169 pages, 24 cm","YD.2012.a.6301","English drama--Early modern and Elizabethan, 1500-1600--History and criticism ; English poetry--Early modern, 1500-1700--History and criticism ; Aesthetics in literature ; Magic in literature","","English",""
"821.709","007423114","Monograph","Language material ; Text","Volume","","9780820304533","Taylor, Anya","","person","","Taylor, Anya [person]","Magic and English romanticism","","","","United States of America","Athens, Georgia","University of Georgia Press","1979","","278 pages, 24 cm","79/21606 ; X.950/20506","Poetry in English--1800-1837 ; English poetry--19th century--History and criticism ; Romanticism--Great Britain ; Magic in literature","","English",""
"821.709","019224139","Monograph","Language material ; Text","Online resource","GBB9E8275","9783030048105","Churms, Stephanie Elizabeth","","person","author","Churms, Stephanie Elizabeth, author [person]","Romanticism and popular magic : poetry and cultures of the occult in the 1790s","","Palgrave studies in the Enlightenment, romanticism and cultures of print","","Switzerland","Cham","Palgrave Macmillan","2019","","1 online resource (x, 303 pages)","ELD.DS.383216","Romanticism ; British literature ; English literature--18th century--History and criticism ; Magic in literature","","English",""
"821.8","012024191","Monograph","Language material ; Text","Volume","GB7811248","9780901072696","Flannery, Mary Catherine","","person","","Flannery, Mary Catherine [person]","Yeats and magic : the earlier works","","Irish literary studies","2 [Irish literary studies]","England","Gerrards Cross","Smythe","1977","","4, 165 pages, 23 cm","X.989/52291","Magic in literature ; Yeats, W. B. (William Butler), 1865-1939--Knowledge--Occultism ; Poetry in English--Yeats, W--B--Special themes--Occultism ; Ireland in literature ; Occultism in literature","","English","bibliography: p.149-160. _ Includes index"
"821.8080355","008097288","Monograph","Language material ; Text","Volume","GB8023661","9780718118617","","","","","Household, G. A. [person]","To catch a sunbeam : Victorian reality through the magic lantern","","","","England","London","Joseph","1979","","144 pages, illustrations (some colour), 25 cm","80/0614 ; X.981/22323","Great Britain--Social conditions--19th century--Pictorial works ; Social problems--Slides ; Social problems--Exercises, recitations, etc ; Magic lantern shows--Special subjects--Great Britain--Social conditions--ca 1885 ; Great Britain--Social conditions--Poetry ; Popular literature--Great Britain ; Poetry in English--1837-1900--Special subjects--Great Britain--Social conditions--Anthologies ; English literature--19th century ; Slides (Photography)","","English",""
"821.914","006719625","Monograph","Language material ; Text","Volume","GB9763921","9780192880291","Enright, D. J. (Dennis Joseph)","1920-2002","person","","Enright, D. J. (Dennis Joseph), 1920-2002 [person]","Telling tales","Faust book, A ; Paradise illustrated","Oxford poets","","England ; United States of America","New York ; Oxford","Oxford University Press","1997","","xi, 81 pages, 20 cm","YK.1997.a.5787","Fall of man--Poetry ; Adam, (Biblical figure)--Poetry ; Bible--Old Testament--History of Biblical events--Poetry ; Faust, -approximately 1540--Poetry ; Magicians--Germany--Poetry ; Eve, (Biblical figure)--Poetry","","English",""
"821.914","007456041","Monograph","Language material ; Text","Volume","GBA042669","9781858548067","Davies, Gill","1946-","person","","Davies, Gill, 1946- [person] ; Kincaid, Eric [person]","Enchantment","","","","England","London","Brimax","1999","","42 pages, colour illustrations, 31 cm","LB.31.b.18221","Magic--Juvenile poetry","Poetry or verse","English",""
"821.914","009493925","Monograph","Language material ; Text","Volume","GBA321250","9781901284379","Land, Freda","","person","","Land, Freda [person] ; Wilson, Bob, 1948- [person]","Wizards & warriors : a mystical journey in illustrated poetry","","","","England","Devizes","Wilbek & Lewbar","2002","","49 pages, illustrations, 1 map, 21 cm","YK.2003.a.10281","Magic--Poetry","Poetry or verse","English","Title from cover"
"821.914","010124547","Monograph","Language material ; Text","Volume","GBA273465","9780953920402","Valiente, Doreen","","person","","Valiente, Doreen [person]","Charge of the goddess","","","","England","Brighton","Hexagon Hoopix","2000","","96 pages, illustrations (some colour), portraits, 21 cm","YK.2002.a.20982","Witchcraft--Poetry","Poetry or verse","English","Includes index"
"821.914","010741019","Monograph","Language material ; Text","Volume","GB9102020","9780862726782","Civardi, Anne","","person","","Philpot, Graham [person] ; Civardi, Anne [person]","The wacky book of witches","","","","England","","Kingfisher","1991","","32 pages","LB.31.c.3949","Witchcraft ; Children's poetry--Special subjects--Occultism","","English",""
"821.914","013043172","Monograph","Language material ; Text","Volume","GBA483034","9780952710905","Christie, James","1947 May 5-","person","","Christie, James, 1947 May 5- [person]","The Spanish wizard : poems of magic and mysticism","","","","England","Colton Tadcaster","Mage","1995","","96 pages, 21 cm","YK.2004.a.11410","Mysticism--Poetry ; Magic--Poetry","Poetry or verse","English",""
"821.914","013602406","Monograph","Language material ; Text","Volume","GBA696862","9781845600334","Wickings, Ruth","","person","","Wickings, Ruth [person]","Wizards","","Enchanted world","","England","London","Mercury Junior","2007","","10 pages, chiefly colour illustrations, 21 cm","YK.2011.a.16808","Pop-up books--Specimens ; Wizards--Pictorial works--Juvenile poetry ; Magic--Pictorial works--Juvenile poetry","Pictorial work ; Poetry or verse ; Specimen","English","Pop-up book, with shiny details ; Text and illustrations on inside covers ; Title from cover"
"821.914","015481324","Monograph","Language material ; Text","Volume","GBB107892","9781901736755","St. George, E. A. (Elizabeth Ann)","1937-","person","","St. George, E. A. (Elizabeth Ann), 1937- [person]","Songs of sorcery : a collection of craft poetry","","","","England","North Ferriby","Corvus","2009","","44 pages, 21 cm","YC.2010.a.17087","Magic--Poetry","Poetry or verse","English","'Originally produced by Spook Enterprises'--T.p. verso ; Includes index"
"821.914","015622475","Monograph","Language material ; Text","Volume","GBB094609","9781449096526","Tolkien, Michael","1943-","person","","Tolkien, Michael, 1943- [person]","Wish : a tale in verse","","","","England","Milton Keynes","AuthorHouse","2010","","xi, 116 pages, colour illustrations, 28 cm","YK.2011.b.9974","Alps--Juvenile poetry ; Magic--Juvenile poetry","Poetry or verse","English","'A tale in verse (after 'The Rose-coloured wish' (1923), a prose fantasy by Florence Bone) - t.p"
"821.914","015666587","Monograph","Language material ; Text","Volume","GBB163139","9780956523914","Magee, Wes","1939-","person","","Magee, Wes, 1939- [person]","So, you want to be a wizard?","","","","England","Steeton","Caboodle","2010","","64 pages, illustrations, 20 cm","YK.2011.a.24973","Children's poetry, English ; Wizards--Juvenile poetry","Poetry or verse","English",""
"821.91408037","011940843","Monograph","Language material ; Text","Volume","GB9766434","9780192761521 ; 9780192761538","Foster, John","1941 October 12-","person","","Foster, John, 1941 October 12- [person] ; Paul, Korky [person]","Magic poems","","","","England","Oxford","Oxford University Press","1997","","32 pages, colour illustrations, 29 cm","YK.2001.b.5521","Magic--Juvenile poetry ; Children's poetry, English","","English",""
"821.914080377","012879173","Monograph","Language material ; Text","Volume","GBA4X1868","9780330433303","Waters, Fiona","","person","","Waters, Fiona [person] ; Chamberlain, Margaret [person]","Wizard poems","","","","England","London","Macmillan","2004","","87 pages, illustrations, 20 cm","YK.2006.a.3405","Children's poetry, English ; Magic--Juvenile poetry ; Wizards--Juvenile poetry","Poetry or verse","English",""
"821.914377","012969624","Monograph","Language material ; Text","Volume","","","Massingham, Harold","1932-","person","","Massingham, Harold, 1932- [person] ; Morten, Eric J. [person] ; Chambers, Harry [person]","The magician","","","","England","Manchester","Phoenix","1969","","18 pages, 20 cm","YD.2005.a.3579","Magicians--Poetry ; English poetry--20th century","Poetry or verse","English","Title from cover"
"821.92","015364541","Monograph","Language material ; Text","Volume","GBB0A3343","9781438906409","McDonagh, Christelle","","person","","Donovan, Robert [person] ; McDonagh, Christelle [person] ; Trigg, Yvonne [person]","Mission magic bubble","","","","United States of America","Bloomington","AuthorHouse","2009","","51 pages, colour illustrations, 28 cm","YK.2010.b.6603","Space--Juvenile fiction ; Magic--Juvenile fiction","Children's fiction","English","Children's story"
"821.92","015488891","Monograph","Language material ; Text","Volume","GBB108326","9781449032838","Omoboni, Lino","","person","","Omoboni, Lino [person]","The blue wand. Book 1. Deliverance","","","","England","Central Milton Keynes","AuthorHouse","2009","","309 pages, 21 cm","H.2010/.9394","Magic--Juvenile fiction","Adventure ; Children's fiction","English",""
"821.92","015512761","Monograph","Language material ; Text","Volume","GBB120080","9781844267293","Mitman, Freddie","","person","","Mitman, Freddie [person] ; Webb, William, 1962- [person]","The magic of Christmas eve","","","","England","Peterborough","Fastprint","2009","2nd edition","48 pages, illustrations, 22 cm","YK.2011.a.291","Magic--Juvenile poetry ; Christmas--Juvenile poetry ; Children's poetry, English","Poetry or verse","English","'First published 2000 by Minerva Press, London'--T.p. verso"
"821.92","015548578","Monograph","Language material ; Text","Volume","GBB142219","9780956017321","Campbell, Clare","","person","","Campbell, Clare [person]","Love, hope and high heels","","","","England","London","Tollington Press","2010","","87 pages, illustrations, 20 cm","YC.2011.a.3197","Magic--Poetry","Poetry or verse","English",""
"821.92","015698155","Monograph","Language material ; Text","Volume","GBB1B2047","9781907963025","Newbill, Theresa C.","","person","","Newbill, Theresa C. [person]","Open diary of a witch","","","","England","Prudhoe","Hedge Witchery","2010","","94 pages, illustrations, 21 cm","YK.2011.a.27534","Witchcraft ; Witchcraft--Poetry ; Newbill, Theresa C.--Poetry","Poetry or verse","English",""
"821.92","016040123","Monograph","Language material ; Text","Volume","GBB221515","9781854115799","Davies, Damian Walford","","person","","Davies, Damian Walford [person]","Witch","","","","Wales","Bridgend","Seren","2012","","79 pages, 22 cm","YK.2013.a.5151","Witchcraft--Poetry ; Witch hunting--Poetry","Poetry or verse","English",""
"821.92","018799750","Monograph","Language material ; Text","Online resource","GBB882912","9781780372358","Parry, Abigail","","person","author","Parry, Abigail, author [person]","Jinx","Poems. Selections","","","","Hexham, Northumberland","Bloodaxe","2018","","1 online resource (96 pages)","ELD.DS.271135","Games--Poetry ; Tricks--Poetry ; FICTION / General ; Magic--Poetry ; Disguise--Poetry","Poetry or verse","English",""
"821.9208","015688660","Monograph","Language material ; Text","Volume","GBB1A4223","9780965416429","","","","","Irving, Kirsten [person] ; Stone, Jon, 1983- [person]","Pocket spellbook","","","","England","London","Sidekick","2010","","46 pages, illustrations, 15 cm","YK.2011.a.26681","Magic--Poetry ; English poetry--21st century","Poetry or verse","English",""
"821.92080377","019191975","Monograph","Language material ; Text","Volume","GBB999674","","","","","","","Witching hour : a selection of frightful poetry","","","","England","Southend-on-Sea, Essex","Atlantean Publishing","2018","","8 unnumbered pages, 21 cm","YC.2019.a.5026","English poetry--21st century ; Witchcraft--Poetry","Poetry or verse","English",""
"821.920809282","013136900","Monograph","Language material ; Text","Volume","GBA527259","9781844183760","","","","","Park-Pirie, Steph [person]","It's a kind of magic!","","","","England","Peterborough","Anchor","2004","","94 pages, 21 cm","YK.2005.a.2003","English poetry--21st century ; Magic in literature","","English",""
